Fusion Name	Gene 1 Symbol	Gene 1 ID	Gene 1 Breakpoint	Gene 1 Strand	Gene 1 Reference Strand	Gene 2 Symbol	Gene 2 ID	Gene 2 Breakpoint	Gene 2 Strand	Gene 2 Reference Strand	Breakpoint Distance	Supporting Reads	Read IDs	Strand Comparison	GF Program
TXNIP:TTC3	TXNIP	ENSG00000265972.6	chr1:145996017	-	-	TTC3	ENSG00000182670.14	chr21:37108392	+	+	inf	1	95df3679-3d8f-490f-bdf4-a972d1516f69	Consistent	JAFFAL
PTDSS2:TCTEX1D2	PTDSS2	ENSG00000174915.12	chr11:460288	+	+	TCTEX1D2		chr3:196296069	-		inf	1	9f54848b-8c3c-469f-8ddb-792e35ed1303	Inconsistent	JAFFAL
ATAD3B:ATP5G3	ATAD3B	ENSG00000160072.20	chr1:1482303	+	+	ATP5G3		chr2:175181466	-		inf	1	b4ac05f3-7c05-4faf-a3ca-4a84abb99e06	Inconsistent	JAFFAL
RP11-347H15.4:CIAPIN1	RP11-347H15.4		chr11:50298917	+		CIAPIN1	ENSG00000005194.15	chr16:57429280	-	-	inf	1	2554dde0-f6d3-436a-ab4b-48b498ca222a	Inconsistent	JAFFAL
RP11-347H15.4:COX5B	RP11-347H15.4		chr11:50298917	+		COX5B	ENSG00000135940.7	chr2:97647067	+	+	inf	1	cab2e178-b02c-40ed-805a-3c8fc0359723	Inconsistent	JAFFAL
PRPF3:PIGP	PRPF3	ENSG00000117360.13	chr1:150333199	+	+	PIGP	ENSG00000185808.14	chr21:37065712	-	-	inf	1	b61af827-0968-4ccc-8515-c27231366911	Consistent	JAFFAL
HBG2:TCP1	HBG2	ENSG00000196565.15	chr11:5345773	-	-	TCP1	ENSG00000120438.12	chr6:159780087	-	-	inf	1	12d3befa-2d2b-466f-934a-06fb802c3a33	Consistent	JAFFAL
HBG2:OSGEP	HBG2	ENSG00000196565.15	chr11:5505351	-	-	OSGEP	ENSG00000092094.11	chr14:20447994	-	-	inf	1	77c77744-ab7f-4065-99db-c59c25e38d45	Consistent	JAFFAL
DAP3:TTN-AS1	DAP3	ENSG00000132676.16	chr1:155709824	+	+	TTN-AS1	ENSG00000237298.11	chr2:178615323	+	+	inf	1	4e29620d-cd0d-4b7b-9418-2d9ca2294112	Consistent	JAFFAL
GON4L:PCBP2	GON4L	ENSG00000116580.20	chr1:155853276	-	-	PCBP2	ENSG00000197111.16	chr12:53468780	+	+	inf	1	4f9212fe-fd46-4f22-9652-791664842329	Consistent	JAFFAL
PMF1-BGLAP:CCNB1IP1	PMF1-BGLAP	ENSG00000260238.6	chr1:156213176	+	+	CCNB1IP1	ENSG00000100814.19	chr14:20313801	-	-	inf	1	9472354c-98bd-4bb9-8363-937ff96bdada	Consistent	JAFFAL
CTNND1:VRK1	CTNND1	ENSG00000198561.16	chr11:57762046	+	+	VRK1	ENSG00000100749.9	chr14:96846095	+	+	inf	1	b77aeeca-2599-44ca-9e5e-f727a52c9ce5	Consistent	JAFFAL
SPTA1:NSUN2	SPTA1	ENSG00000163554.15	chr1:158639582	-	-	NSUN2	ENSG00000037474.15	chr5:6604685	-	-	inf	1	5ae7effd-e80f-491e-87ab-e533f7544eb6	Consistent	JAFFAL
ATF6:USP32	ATF6	ENSG00000118217.7	chr1:161863312	+	+	USP32	ENSG00000170832.13	chr17:60192930	-	-	inf	1	88832923-6244-45ec-aba3-16131cf0dfab	Consistent	JAFFAL
SNHG1:CENPF	SNHG1	ENSG00000255717.9	chr11:62852656	-	-	CENPF	ENSG00000117724.15	chr1:214648675	+	+	inf	1	981d97fb-602d-470f-a413-c5e390064f36	Consistent	JAFFAL
SNHG1:SAFB2	SNHG1	ENSG00000255717.9	chr11:62852656	-	-	SAFB2	ENSG00000130254.12	chr19:5587399	-	-	inf	1	b547ca66-a889-4339-8121-e9452c926ba6	Consistent	JAFFAL
FBXO42:U2AF1	FBXO42	ENSG00000037637.11	chr1:16352255	-	-	U2AF1	ENSG00000160201.12	chr21:43095743	-	-	inf	1	97178cb8-a07b-4ac3-aad6-fe911e1a6e58	Consistent	JAFFAL
FBXO42:ARPC4-TTLL3	FBXO42	ENSG00000037637.11	chr1:16352255	-	-	ARPC4-TTLL3	ENSG00000250151.9	chr3:9797659	+	+	inf	1	3451e7af-7201-4bc7-a618-450be3710e8e	Consistent	JAFFAL
FBXO42:TSPAN13	FBXO42	ENSG00000037637.11	chr1:16352255	-	-	TSPAN13	ENSG00000106537.8	chr7:16776211	+	+	inf	1	c83f51fb-1f22-427b-9f0d-58c75ebd9bc3	Consistent	JAFFAL
RARRES3:UBAP2L	RARRES3		chr11:63539624	+		UBAP2L	ENSG00000143569.20	chr1:154258977	+	+	inf	1	ef4a6c22-9b39-4254-93c6-82b8df729042	Inconsistent	JAFFAL
SF1:SRSF11	SF1	ENSG00000168066.22	chr11:64776498	-	-	SRSF11	ENSG00000116754.14	chr1:70232268	+	+	inf	1	e3b3fe7f-5c78-4b18-ae26-c2cef4af83d2	Consistent	JAFFAL
SF1:SAGE1	SF1	ENSG00000168066.22	chr11:64776498	-	-	SAGE1	ENSG00000181433.12	chrX:135906024	+	+	inf	1	90bcc9b6-72a2-4f31-b4de-b3ffc14d73e3	Consistent	JAFFAL
IGHMBP2:DLEU2	IGHMBP2	ENSG00000132740.10	chr11:68917883	+	+	DLEU2	ENSG00000231607.15	chr13:50044768	-	-	inf	1	552cd52b-8d5b-462d-bea1-1dabd277c5fd	Consistent	JAFFAL
KIFAP3:U2AF1	KIFAP3	ENSG00000075945.13	chr1:170055305	-	-	U2AF1	ENSG00000160201.12	chr21:6484916	-	-	inf	1	82a0b7c9-b85e-4209-9cf3-24d7df1a0292	Consistent	JAFFAL
AP000487.5:ITSN1	AP000487.5		chr11:70398098	-		ITSN1	ENSG00000205726.15	chr21:33718797	+	+	inf	1	26551403-ca46-4405-b7a8-fa1aec4eaf4d	Inconsistent	JAFFAL
ARAP1:UBBP4	ARAP1	ENSG00000186635.16	chr11:72752328	-	-	UBBP4	ENSG00000263563.8	chr17:22204087	+	+	inf	1	ef3ad777-5dfa-4084-8ed0-485988f70905	Consistent	JAFFAL
RELT:CALML4	RELT	ENSG00000054967.13	chr11:73376499	+	+	CALML4	ENSG00000129007.16	chr15:68197628	-	-	inf	1	660e6236-984b-43b3-9496-5caff827e3e2	Consistent	JAFFAL
RPS3:PDCL2	RPS3	ENSG00000149273.15	chr11:75400777	+	+	PDCL2	ENSG00000163440.12	chr4:55582237	-	-	inf	1	22095185-9ff6-476b-821d-d96c952fe8ad	Consistent	JAFFAL
RPS3:WDR13	RPS3	ENSG00000149273.15	chr11:75400777	+	+	WDR13	ENSG00000101940.18	chrX:48597958	+	+	inf	1	1df1ca17-ae10-4d6f-9803-057adfa7ba99	Consistent	JAFFAL
CLNS1A:MFF	CLNS1A	ENSG00000074201.9	chr11:77629763	-	-	MFF	ENSG00000168958.21	chr2:227332419	+	+	inf	1	136768e4-9b6e-4974-a1dc-431ebf61ee30	Consistent	JAFFAL
PIDD1:MROH6	PIDD1	ENSG00000177595.19	chr11:804094	-	-	MROH6	ENSG00000204839.9	chr8:143566517	-	-	inf	1	a6d354a8-bc04-48b6-8b9c-e127cd40fc91	Consistent	JAFFAL
RPL27A:SEC13	RPL27A	ENSG00000166441.13	chr11:8684892	+	+	SEC13	ENSG00000157020.18	chr3:10305692	-	-	inf	1	5ae240d6-14dd-433b-9cb0-8d18ae0dab66	Consistent	JAFFAL
TMEM9B:EIF2B1	TMEM9B	ENSG00000175348.11	chr11:8953203	-	-	EIF2B1	ENSG00000111361.13	chr12:123627156	-	-	inf	1	c3b8f2ce-0755-4e8d-8dd3-98a076a7957f	Consistent	JAFFAL
CAPZB:FAM219B	CAPZB	ENSG00000077549.19	chr1:19344358	-	-	FAM219B	ENSG00000178761.15	chr15:74902786	-	-	inf	1	fd084114-0e06-4137-b57a-66c066924f02	Consistent	JAFFAL
IPO7:GAS5	IPO7	ENSG00000205339.10	chr11:9403371	+	+	GAS5	ENSG00000234741.10	chr1:173865282	-	-	inf	1	8c723ca2-96be-49ed-bac0-abe18765f196	Consistent	JAFFAL
KIF14:MSH2	KIF14	ENSG00000118193.12	chr1:200620411	-	-	MSH2	ENSG00000095002.16	chr2:47463031	+	+	inf	1	9e9c456c-8825-43cc-904c-c6a6e640a3a3	Consistent	JAFFAL
IPO9:NDUFS1	IPO9	ENSG00000198700.10	chr1:201858994	+	+	NDUFS1	ENSG00000023228.15	chr2:206124276	-	-	inf	1	4c643cbc-8ac2-4270-bf8e-89bec03b7e0f	Consistent	JAFFAL
C12orf76:POLR2B	C12orf76	ENSG00000174456.16	chr12:110048363	-	-	POLR2B	ENSG00000047315.17	chr4:57020899	+	+	inf	1	8d719248-6372-4f7d-9828-cf60382ce890	Consistent	JAFFAL
ARPC3:SS18	ARPC3	ENSG00000111229.16	chr12:110436665	-	-	SS18	ENSG00000141380.14	chr18:26035127	-	-	inf	1	3c5e75dd-0107-4388-91c4-34952d485c31	Consistent	JAFFAL
ARPC3:TOMM7	ARPC3	ENSG00000111229.16	chr12:110436665	-	-	TOMM7	ENSG00000196683.12	chr7:22818048	-	-	inf	1	f2321ee7-c19d-4325-95eb-a06c13f81bda	Consistent	JAFFAL
DDX54:GNB2L1	DDX54	ENSG00000123064.13	chr12:113172353	-	-	GNB2L1		chr5:181237042	-		inf	1	b6dcdc85-59b6-45dd-a1e1-d7d55a36d142	Inconsistent	JAFFAL
RBM19:SARS2	RBM19	ENSG00000122965.11	chr12:113966192	-	-	SARS2	ENSG00000104835.15	chr19:38926300	-	-	inf	1	5a0f7a43-b873-4baa-a962-d2941570df8c	Consistent	JAFFAL
STX2:CDK5RAP1	STX2	ENSG00000111450.15	chr12:130839070	-	-	CDK5RAP1	ENSG00000101391.21	chr20:33370629	-	-	inf	1	d7bbee8f-4f26-4e31-85e6-a0f522897893	Consistent	JAFFAL
RAN:SREK1	RAN	ENSG00000132341.12	chr12:130872126	+	+	SREK1	ENSG00000153914.16	chr5:66174946	+	+	inf	1	4951d82e-d8bc-47f7-844a-506685aea9bc	Consistent	JAFFAL
RAN:NRAS	RAN	ENSG00000132341.12	chr12:130872629	+	+	NRAS	ENSG00000213281.5	chr1:114709728	-	-	inf	1	ff01d655-ea85-47b4-ac46-8aed883ee9e9	Consistent	JAFFAL
ETNK1:HNRNPLL	ETNK1	ENSG00000139163.16	chr12:22644022	+	+	HNRNPLL	ENSG00000143889.16	chr2:38591648	-	-	inf	1	d63d2a7d-ed7f-44ad-a6a2-271d27dd23b4	Consistent	JAFFAL
LBR:EEF1D	LBR	ENSG00000143815.15	chr1:225427954	-	-	EEF1D	ENSG00000104529.19	chr8:143586852	-	-	inf	1	be24629f-6888-4107-8b44-544d1a1cd6c1	Consistent	JAFFAL
RP4-559A3.7:BCS1L	RP4-559A3.7		chr1:225923701	-		BCS1L	ENSG00000074582.15	chr2:218660939	+	+	inf	1	669bc676-130a-4e3b-9d63-0486723290d4	Inconsistent	JAFFAL
TOMM20:HSPA8	TOMM20	ENSG00000173726.11	chr1:235119818	-	-	HSPA8	ENSG00000109971.14	chr11:123059762	-	-	inf	1	94a85f36-bb46-4a9a-bc26-a951f8c02a27	Consistent	JAFFAL
TOMM20:RPL30	TOMM20	ENSG00000173726.11	chr1:235119818	-	-	RPL30	ENSG00000156482.11	chr8:98045399	-	-	inf	1	6a7ba102-21f2-4163-93b1-71dc370075f8	Consistent	JAFFAL
B3GALNT2:RHAG	B3GALNT2	ENSG00000162885.14	chr1:235504141	-	-	RHAG	ENSG00000112077.18	chr6:49611145	-	-	inf	1	33d8c601-1de3-48a5-94a3-c74c4b60b86e	Consistent	JAFFAL
RPL11:EWSR1	RPL11	ENSG00000142676.14	chr1:23693913	+	+	EWSR1	ENSG00000182944.18	chr22:29299599	+	+	inf	1	24d6894a-c99e-4210-b918-c116e75647c6	Consistent	JAFFAL
RPL11:AHSA2	RPL11	ENSG00000142676.14	chr1:23693913	+	+	AHSA2		chr2:61178981	+		inf	1	fb26983e-7c41-4427-bcb1-ec9b21dc07ae	Inconsistent	JAFFAL
EFCAB2:TARS	EFCAB2	ENSG00000203666.13	chr1:245083688	+	+	TARS		chr5:33441046	+		inf	1	c0caeddc-8fb5-4384-a33a-78c36ab1d147	Inconsistent	JAFFAL
ZNF124:GNAS	ZNF124	ENSG00000196418.13	chr1:247171848	-	-	GNAS	ENSG00000087460.29	chr20:58895612	+	+	inf	1	0b681ac4-0e6d-428e-a060-64b9a96e5701	Consistent	JAFFAL
ZNF124:IMMP2L	ZNF124	ENSG00000196418.13	chr1:247171848	-	-	IMMP2L	ENSG00000184903.10	chr7:111487341	-	-	inf	1	bb5ea77c-75a6-4cdb-bc1d-b0540ba3c321	Consistent	JAFFAL
LETMD1:ALG9	LETMD1	ENSG00000050426.16	chr12:51049185	+	+	ALG9	ENSG00000086848.15	chr11:111786520	-	-	inf	1	0281f2ae-3850-4485-a592-aa93a2e0dde3	Consistent	JAFFAL
LETMD1:EIF4A1	LETMD1	ENSG00000050426.16	chr12:51049185	+	+	EIF4A1	ENSG00000161960.16	chr17:7575119	+	+	inf	1	44d6eb20-08f4-4157-8772-23f83d8facb3	Consistent	JAFFAL
SP1:U2SURP	SP1	ENSG00000185591.10	chr12:53383622	+	+	U2SURP	ENSG00000163714.18	chr3:143038894	+	+	inf	1	d5cb6d30-b5d9-4ae3-8f16-b0ba5817e8a3	Consistent	JAFFAL
ATP5G2:SDF2	ATP5G2		chr12:53669148	-		SDF2	ENSG00000132581.10	chr17:28655483	-	-	inf	1	67b6c6f5-3ead-4802-866f-71d83b30b278	Inconsistent	JAFFAL
HNRNPA1:UTP11L	HNRNPA1	ENSG00000135486.19	chr12:54281502	+	+	UTP11L		chr1:38022699	+		inf	1	8612ff86-6850-4d13-8c8d-fc401d0336ea	Inconsistent	JAFFAL
NFE2:EEF1D	NFE2	ENSG00000123405.14	chr12:54300801	-	-	EEF1D	ENSG00000104529.19	chr8:143586849	-	-	inf	1	3637db99-feec-4839-843c-fb60d11c184b	Consistent	JAFFAL
GTSF1:CEP95	GTSF1	ENSG00000170627.11	chr12:54465067	-	-	CEP95	ENSG00000258890.8	chr17:64530926	+	+	inf	1	7a7f0489-3703-4ce1-93be-532e184d2fd6	Consistent	JAFFAL
RP11-745O10.4:SLK	RP11-745O10.4		chr12:66169855	-		SLK	ENSG00000065613.15	chr10:103990675	+	+	inf	1	5d18794c-173b-4c74-a4ba-bf473e4ccf55	Inconsistent	JAFFAL
USP5:INTS8	USP5	ENSG00000111667.14	chr12:6861106	+	+	INTS8	ENSG00000164941.14	chr8:94876221	+	+	inf	1	e8336cd6-13a3-468e-b591-124a540b206e	Consistent	JAFFAL
CPSF6:RALB	CPSF6	ENSG00000111605.18	chr12:69262562	+	+	RALB	ENSG00000144118.14	chr2:120293141	+	+	inf	1	c32af4f1-879a-4f3d-afbf-bd4236e6e763	Consistent	JAFFAL
RP11-81H3.2:FAF1	RP11-81H3.2		chr12:74285025	-		FAF1	ENSG00000185104.21	chr1:50539728	-	-	inf	1	d4ad1f3a-cbeb-458d-9d3e-7d84c23d54c3	Inconsistent	JAFFAL
RCC1:FDFT1	RCC1	ENSG00000180198.17	chr1:28508901	+	+	FDFT1	ENSG00000079459.14	chr8:11830244	+	+	inf	1	77a0f278-7add-4834-a4f9-d713c6802fce	Consistent	JAFFAL
RCC1:TSC2	RCC1	ENSG00000180198.17	chr1:28508905	+	+	TSC2	ENSG00000103197.20	chr16:2075799	+	+	inf	1	886d14f9-c765-4b01-b58d-d596c467b018	Consistent	JAFFAL
RCC1:RPL27	RCC1	ENSG00000180198.17	chr1:28508905	+	+	RPL27	ENSG00000131469.15	chr17:43002673	+	+	inf	1	ee4b0fe3-8d65-4d63-89c2-9d139cabd400	Consistent	JAFFAL
RCC1:FXYD5	RCC1	ENSG00000180198.17	chr1:28508905	+	+	FXYD5	ENSG00000089327.15	chr19:35169566	+	+	inf	1	f43635aa-de87-4147-985c-676f7c5e30fc	Consistent	JAFFAL
RCC1:TIMM44	RCC1	ENSG00000180198.17	chr1:28508905	+	+	TIMM44	ENSG00000104980.8	chr19:7928166	-	-	inf	1	c402e6ce-7fce-419a-95f2-f8230ad5f4c3	Consistent	JAFFAL
RCC1:DIAPH1	RCC1	ENSG00000180198.17	chr1:28508905	+	+	DIAPH1	ENSG00000131504.18	chr5:141583615	-	-	inf	1	98443b8d-a5c9-45cd-8597-402b7c6653aa	Consistent	JAFFAL
RCC1:REXO4	RCC1	ENSG00000180198.17	chr1:28508905	+	+	REXO4	ENSG00000148300.12	chr9:133408842	-	-	inf	1	5e2b2150-d901-44d6-b564-2cf6e634ad04	Consistent	JAFFAL
SRSF4:YAF2	SRSF4	ENSG00000116350.18	chr1:29181646	-	-	YAF2	ENSG00000015153.15	chr12:42161765	-	-	inf	1	419362aa-cb8c-4431-90f4-cc78cc965fee	Consistent	JAFFAL
GRTP1:CERS2	GRTP1	ENSG00000139835.14	chr13:113363762	-	-	CERS2	ENSG00000143418.20	chr1:150969091	-	-	inf	1	eec5b69f-8ee0-465d-88f1-b8291f7627c3	Consistent	JAFFAL
RASA3:RER1	RASA3	ENSG00000185989.11	chr13:114073720	-	-	RER1	ENSG00000157916.20	chr1:2395784	+	+	inf	1	354cd90e-89d5-47d0-9586-87c716bfc8f4	Consistent	JAFFAL
N6AMT2:RANBP1	N6AMT2		chr13:20757455	-		RANBP1	ENSG00000099901.18	chr22:20119013	+	+	inf	1	a0aea1f2-98e6-4d70-afcb-aa4325d9201b	Inconsistent	JAFFAL
TSSK3:GAB3	TSSK3	ENSG00000162526.7	chr1:32352802	+	+	GAB3	ENSG00000160219.12	chrX:154700059	-	-	inf	1	bf1b377d-55e1-4dbd-b9db-ab6040fa4da6	Consistent	JAFFAL
USPL1:SERHL	USPL1	ENSG00000132952.12	chr13:30618056	+	+	SERHL	ENSG00000172250.19	chr22:42509028	+	+	inf	1	59acaf80-e3df-4e17-88a8-dfc75e209ae1	Consistent	JAFFAL
SOHLH2:DEK	SOHLH2	ENSG00000120669.16	chr13:36201879	-	-	DEK	ENSG00000124795.17	chr6:18226242	-	-	inf	1	b1d44817-0f6c-4b0d-a545-77d4f11fcb46	Consistent	JAFFAL
NHLRC3:ALKBH2	NHLRC3	ENSG00000188811.14	chr13:39039711	+	+	ALKBH2	ENSG00000189046.11	chr12:109092787	-	-	inf	1	328d9a6f-a908-46d8-8937-54354d7593a8	Consistent	JAFFAL
MRPS31:TTC7A	MRPS31	ENSG00000102738.8	chr13:40756873	-	-	TTC7A	ENSG00000068724.18	chr2:46950363	+	+	inf	1	62398559-8b93-4bae-968c-de8a0e6b4786	Consistent	JAFFAL
ELF1:PTTG1	ELF1	ENSG00000120690.16	chr13:41060838	-	-	PTTG1	ENSG00000164611.13	chr5:160422302	+	+	inf	1	d1517ee8-ee0a-4622-afd5-b55496cfe17c	Consistent	JAFFAL
DLEU1:ATP5B	DLEU1	ENSG00000176124.15	chr13:50415202	+	+	ATP5B		chr12:56642580	-		inf	1	0ef5b2fb-8665-4963-ba84-ba0d8ebe765e	Inconsistent	JAFFAL
LINC00383:ASH2L	LINC00383	ENSG00000235221.3	chr13:69275264	+	+	ASH2L	ENSG00000129691.16	chr8:38128291	+	+	inf	1	9d6fa152-e01f-4590-bd5b-281ed332b8d2	Consistent	JAFFAL
MACF1:SLC3A2	MACF1	ENSG00000127603.32	chr1:39353231	+	+	SLC3A2	ENSG00000168003.19	chr11:62881893	+	+	inf	1	2fceecb7-b5b2-4255-a0a6-692b939edc5e	Consistent	JAFFAL
WDHD1:CBS	WDHD1	ENSG00000198554.12	chr14:55007280	-	-	CBS	ENSG00000160200.18	chr21:43053983	-	-	inf	1	0dd16a5a-640d-4fbc-bacb-c43350fbe16a	Consistent	JAFFAL
MAPK1IP1L:ATP6V0A2	MAPK1IP1L	ENSG00000168175.16	chr14:55051803	+	+	ATP6V0A2	ENSG00000185344.15	chr12:123718623	+	+	inf	1	e5eb5562-e412-4db4-b2b5-35571558dfc0	Consistent	JAFFAL
MAPK1IP1L:PRAME	MAPK1IP1L	ENSG00000168175.16	chr14:55051803	+	+	PRAME	ENSG00000185686.18	chr22:22550334	-	-	inf	1	77c79c7b-4fc5-43d1-84fb-9aebba7ed5e0	Consistent	JAFFAL
AKR1A1:SLC19A1	AKR1A1	ENSG00000117448.14	chr1:45551155	+	+	SLC19A1	ENSG00000173638.19	chr21:45532148	-	-	inf	1	24f8d081-e73d-45c5-b16f-92239531ea91	Consistent	JAFFAL
KTN1-AS1:AC091729.9	KTN1-AS1	ENSG00000186615.12	chr14:55578606	-	-	AC091729.9		chr7:1162962	+		inf	1	8d7756e9-96af-4ad7-91c0-9da9e510f9fa	Inconsistent	JAFFAL
HIF1A-AS2:ODF2	HIF1A-AS2		chr14:61750885	-		ODF2	ENSG00000136811.17	chr9:128498413	+	+	inf	1	0bdb33b6-05af-4f07-8243-136c6a785c25	Inconsistent	JAFFAL
WDR89:TXN	WDR89	ENSG00000140006.12	chr14:63641299	-	-	TXN	ENSG00000136810.13	chr9:110251462	-	-	inf	1	42cf220c-a6de-49e1-8691-6118a5c2e9cc	Consistent	JAFFAL
STIL:NDUFA6	STIL	ENSG00000123473.17	chr1:47310276	-	-	NDUFA6	ENSG00000184983.11	chr22:42087175	-	-	inf	1	79cb8c52-27dd-42e5-bb46-e87791d92318	Consistent	JAFFAL
SLIRP:DHRS3	SLIRP	ENSG00000119705.10	chr14:77715879	+	+	DHRS3	ENSG00000162496.10	chr1:12579412	-	-	inf	1	17888c21-dd49-460b-8cfc-59e28c91ec84	Consistent	JAFFAL
SLIRP:TMED2	SLIRP	ENSG00000119705.10	chr14:77715879	+	+	TMED2	ENSG00000086598.11	chr12:123586747	+	+	inf	1	3f5bd36f-5e90-4c56-a25c-b71326e4c8f8	Consistent	JAFFAL
SLIRP:TYMS	SLIRP	ENSG00000119705.10	chr14:77715879	+	+	TYMS	ENSG00000176890.16	chr18:671380	+	+	inf	1	6163390d-408d-456a-b026-015c64b4f455	Consistent	JAFFAL
SLIRP:CPED1	SLIRP	ENSG00000119705.10	chr14:77715879	+	+	CPED1	ENSG00000106034.18	chr7:121015665	+	+	inf	1	1a372bfa-bcac-4097-b707-75dee624c7c0	Consistent	JAFFAL
STON2:N4BP2L2	STON2	ENSG00000140022.14	chr14:81427102	-	-	N4BP2L2	ENSG00000244754.9	chr13:32527532	-	-	inf	1	6a14c044-4866-4853-8878-47daccf09f0a	Consistent	JAFFAL
DNAJC17:C2orf48	DNAJC17	ENSG00000104129.10	chr15:40807369	-	-	C2orf48		chr2:10210311	+		inf	1	1692c480-bccb-4987-8b41-c4015b1513e0	Inconsistent	JAFFAL
OIP5-AS1:SDF2	OIP5-AS1	ENSG00000247556.7	chr15:41286100	+	+	SDF2	ENSG00000132581.10	chr17:28655483	-	-	inf	1	bcf3d1d6-bfe6-4804-be30-172569483eb1	Consistent	JAFFAL
SORD:TXNL1	SORD	ENSG00000140263.15	chr15:45043421	+	+	TXNL1	ENSG00000091164.13	chr18:56614596	-	-	inf	1	50bec155-3e30-4741-b577-837752c71034	Consistent	JAFFAL
FAM227B:FAM120AOS	FAM227B	ENSG00000166262.16	chr15:49611215	-	-	FAM120AOS	ENSG00000188938.17	chr9:93450599	-	-	inf	1	3598ff27-4d8d-4898-b6f0-24ba35e51d12	Consistent	JAFFAL
RPL4:CRYZL1	RPL4	ENSG00000174444.15	chr15:66503058	-	-	CRYZL1	ENSG00000205758.12	chr21:33591211	-	-	inf	1	016201f1-4919-4f4a-ae6e-23f90316ea04	Consistent	JAFFAL
LINC01169:AIG1	LINC01169	ENSG00000259471.1	chr15:66582248	+	+	AIG1	ENSG00000146416.19	chr6:143165082	+	+	inf	1	f32133d3-3950-48a8-93c9-1d228af57299	Consistent	JAFFAL
LINC01169:UXT	LINC01169	ENSG00000259471.1	chr15:66582248	+	+	UXT	ENSG00000126756.12	chrX:47658936	-	-	inf	1	1aab9895-f49d-473b-a458-57abf3d53936	Consistent	JAFFAL
RP11-106M3.2:MPHOSPH8	RP11-106M3.2		chr15:72375720	-		MPHOSPH8	ENSG00000196199.14	chr13:19671206	+	+	inf	1	e502055d-21b0-4ca1-811b-04469015e5d9	Inconsistent	JAFFAL
SEMA7A:SRSF7	SEMA7A	ENSG00000138623.10	chr15:74414547	-	-	SRSF7	ENSG00000115875.19	chr2:38748653	-	-	inf	1	7b57c022-85d3-4f80-8587-405dabb51770	Consistent	JAFFAL
IMP3:C6orf48	IMP3	ENSG00000177971.9	chr15:75647863	-	-	C6orf48		chr6:31835411	+		inf	1	7230582a-50fb-4708-a755-1d9662a2333e	Inconsistent	JAFFAL
FBXO22:VPS8	FBXO22	ENSG00000167196.14	chr15:75904629	+	+	VPS8	ENSG00000156931.16	chr3:184993983	+	+	inf	1	5fddbb61-133e-44c2-a52a-3297ff0ad02d	Consistent	JAFFAL
ETFA:NOLC1	ETFA	ENSG00000140374.17	chr15:76274412	-	-	NOLC1	ENSG00000166197.17	chr10:102157019	+	+	inf	1	233e391c-624e-4429-bd5b-778faacbe0a2	Consistent	JAFFAL
LINC00052:FAM229A	LINC00052	ENSG00000259527.2	chr15:87577047	+	+	FAM229A	ENSG00000225828.2	chr1:32361535	-	-	inf	1	08e717d9-d90f-49e1-b14a-1ddf3159fee1	Consistent	JAFFAL
NDE1:C5orf15	NDE1	ENSG00000072864.16	chr16:15677949	+	+	C5orf15	ENSG00000113583.8	chr5:133960020	-	-	inf	1	d29d68e4-6d9c-4634-9590-ed3f936db427	Consistent	JAFFAL
HN1L:GEMIN7	HN1L		chr16:1698843	+		GEMIN7	ENSG00000142252.11	chr19:45090107	+	+	inf	1	c62a7940-5a63-41a7-a373-7dd81c2efa7f	Inconsistent	JAFFAL
RPL22:PRKCB	RPL22	ENSG00000116251.11	chr1:6192930	-	-	PRKCB	ENSG00000166501.14	chr16:24219961	+	+	inf	1	b10c09f9-73b9-4cd1-ab0b-9023432fe2e3	Consistent	JAFFAL
NDUFB10:PRPF6	NDUFB10	ENSG00000140990.15	chr16:1959754	+	+	PRPF6	ENSG00000101161.8	chr20:64029377	+	+	inf	1	6b344611-ba00-44dc-ae7e-a98f7c18302a	Consistent	JAFFAL
UQCRC2:RP11-669N7.2	UQCRC2	ENSG00000140740.11	chr16:21976243	+	+	RP11-669N7.2		chr12:129113065	+		inf	1	f7bdafa9-6cc6-4c8f-a7bf-ed17d99505de	Inconsistent	JAFFAL
LCMT1:SMC3	LCMT1	ENSG00000205629.12	chr16:25151615	+	+	SMC3	ENSG00000108055.11	chr10:110596398	+	+	inf	1	fb46740b-2431-420c-95c7-0903bb80ea42	Consistent	JAFFAL
PRSS21:ADRBK1	PRSS21	ENSG00000007038.11	chr16:2818969	+	+	ADRBK1		chr11:67279200	+		inf	1	c86393c8-145a-4198-8ec5-0cfdec9e638d	Inconsistent	JAFFAL
NAA60:CHPT1	NAA60	ENSG00000122390.19	chr16:3458181	+	+	CHPT1	ENSG00000111666.11	chr12:101714090	+	+	inf	1	eaa12367-171a-4087-99da-b1b8abd43279	Consistent	JAFFAL
DNAJA3:MAPK12	DNAJA3	ENSG00000103423.14	chr16:4437485	+	+	MAPK12	ENSG00000188130.14	chr22:50256199	-	-	inf	1	a308ebb4-4685-46ed-b802-84c94512b0f3	Consistent	JAFFAL
POLR3K:SNHG12	POLR3K	ENSG00000161980.6	chr16:53476	-	-	SNHG12	ENSG00000197989.15	chr1:28579981	-	-	inf	1	bf1dfba9-61c1-4bdc-9f7c-78f93dca15d1	Consistent	JAFFAL
